type,entity,season,text
match,Royal Challengers Bengaluru vs Mumbai Indians,2011,"In IPL 2011, Royal Challengers Bengaluru played Mumbai Indians on 2011-05-27 at MA Chidambaram Stadium, Chepauk. The winner was Royal Challengers Bengaluru. Player of the Match was CH Gayle."
match,Chennai Super Kings vs Royal Challengers Bengaluru,2011,"In IPL 2011, Chennai Super Kings played Royal Challengers Bengaluru on 2011-05-28 at MA Chidambaram Stadium, Chepauk. The winner was Chennai Super Kings. Player of the Match was M Vijay."
match,Chennai Super Kings vs Mumbai Indians,2012,"In IPL 2012, Chennai Super Kings played Mumbai Indians on 2012-04-04 at MA Chidambaram Stadium, Chepauk. The winner was Mumbai Indians. Player of the Match was RE Levi."
match,Kolkata Knight Riders vs Delhi Capitals,2012,"In IPL 2012, Kolkata Knight Riders played Delhi Capitals on 2012-04-05 at Eden Gardens. The winner was Delhi Capitals. Player of the Match was IK Pathan."
match,Rajasthan Royals vs Punjab Kings,2012,"In IPL 2012, Rajasthan Royals played Punjab Kings on 2012-04-06 at Sawai Mansingh Stadium. The winner was Rajasthan Royals. Player of the Match was AM Rahane."
match,Mumbai Indians vs Pune Warriors,2012,"In IPL 2012, Mumbai Indians played Pune Warriors on 2012-04-06 at Wankhede Stadium. The winner was Pune Warriors. Player of the Match was SPD Smith."
match,Deccan Chargers vs Chennai Super Kings,2012,"In IPL 2012, Deccan Chargers played Chennai Super Kings on 2012-04-07 at Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium. The winner was Chennai Super Kings. Player of the Match was RA Jadeja."
match,Royal Challengers Bengaluru vs Delhi Capitals,2012,"In IPL 2012, Royal Challengers Bengaluru played Delhi Capitals on 2012-04-07 at M Chinnaswamy Stadium. The winner was Royal Challengers Bengaluru. Player of the Match was AB de Villiers."
match,Pune Warriors vs Punjab Kings,2012,"In IPL 2012, Pune Warriors played Punjab Kings on 2012-04-08 at Subrata Roy Sahara Stadium. The winner was Pune Warriors. Player of the Match was MN Samuels."
match,Rajasthan Royals vs Kolkata Knight Riders,2012,"In IPL 2012, Rajasthan Royals played Kolkata Knight Riders on 2012-04-08 at Sawai Mansingh Stadium. The winner was Rajasthan Royals. Player of the Match was BJ Hodge."
match,Deccan Chargers vs Mumbai Indians,2012,"In IPL 2012, Deccan Chargers played Mumbai Indians on 2012-04-09 at Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium. The winner was Mumbai Indians. Player of the Match was RG Sharma."
match,Delhi Capitals vs Chennai Super Kings,2012,"In IPL 2012, Delhi Capitals played Chennai Super Kings on 2012-04-10 at Feroz Shah Kotla. The winner was Delhi Capitals. Player of the Match was M Morkel."
match,Royal Challengers Bengaluru vs Kolkata Knight Riders,2012,"In IPL 2012, Royal Challengers Bengaluru played Kolkata Knight Riders on 2012-04-10 at M Chinnaswamy Stadium. The winner was Kolkata Knight Riders. Player of the Match was L Balaji."
match,Mumbai Indians vs Rajasthan Royals,2012,"In IPL 2012, Mumbai Indians played Rajasthan Royals on 2012-04-11 at Wankhede Stadium. The winner was Mumbai Indians. Player of the Match was KA Pollard."
match,Punjab Kings vs Pune Warriors,2012,"In IPL 2012, Punjab Kings played Pune Warriors on 2012-04-12 at Punjab Cricket Association Stadium, Mohali. The winner was Punjab Kings. Player of the Match was AD Mascarenhas."
match,Chennai Super Kings vs Royal Challengers Bengaluru,2012,"In IPL 2012, Chennai Super Kings played Royal Challengers Bengaluru on 2012-04-12 at MA Chidambaram Stadium, Chepauk. The winner was Chennai Super Kings. Player of the Match was F du Plessis."
match,Kolkata Knight Riders vs Rajasthan Royals,2012,"In IPL 2012, Kolkata Knight Riders played Rajasthan Royals on 2012-04-13 at Eden Gardens. The winner was Kolkata Knight Riders. Player of the Match was Shakib Al Hasan."
match,Pune Warriors vs Chennai Super Kings,2012,"In IPL 2012, Pune Warriors played Chennai Super Kings on 2012-04-14 at Subrata Roy Sahara Stadium. The winner was Pune Warriors. Player of the Match was JD Ryder."
match,Kolkata Knight Riders vs Punjab Kings,2012,"In IPL 2012, Kolkata Knight Riders played Punjab Kings on 2012-04-15 at Eden Gardens. The winner was Punjab Kings. Player of the Match was SP Narine."
match,Royal Challengers Bengaluru vs Rajasthan Royals,2012,"In IPL 2012, Royal Challengers Bengaluru played Rajasthan Royals on 2012-04-15 at M Chinnaswamy Stadium. The winner was Rajasthan Royals. Player of the Match was AM Rahane."
match,Mumbai Indians vs Delhi Capitals,2012,"In IPL 2012, Mumbai Indians played Delhi Capitals on 2012-04-16 at Wankhede Stadium. The winner was Delhi Capitals. Player of the Match was S Nadeem."
match,Rajasthan Royals vs Deccan Chargers,2012,"In IPL 2012, Rajasthan Royals played Deccan Chargers on 2012-04-17 at Sawai Mansingh Stadium. The winner was Rajasthan Royals. Player of the Match was BJ Hodge."
match,Royal Challengers Bengaluru vs Pune Warriors,2012,"In IPL 2012, Royal Challengers Bengaluru played Pune Warriors on 2012-04-17 at M Chinnaswamy Stadium. The winner was Royal Challengers Bengaluru. Player of the Match was CH Gayle."
match,Punjab Kings vs Kolkata Knight Riders,2012,"In IPL 2012, Punjab Kings played Kolkata Knight Riders on 2012-04-18 at Punjab Cricket Association Stadium, Mohali. The winner was Kolkata Knight Riders. Player of the Match was G Gambhir."
match,Delhi Capitals vs Deccan Chargers,2012,"In IPL 2012, Delhi Capitals played Deccan Chargers on 2012-04-19 at Feroz Shah Kotla. The winner was Delhi Capitals. Player of the Match was KP Pietersen."
match,Chennai Super Kings vs Pune Warriors,2012,"In IPL 2012, Chennai Super Kings played Pune Warriors on 2012-04-19 at MA Chidambaram Stadium, Chepauk. The winner was Chennai Super Kings. Player of the Match was KMDN Kulasekara."
match,Punjab Kings vs Royal Challengers Bengaluru,2012,"In IPL 2012, Punjab Kings played Royal Challengers Bengaluru on 2012-04-20 at Punjab Cricket Association Stadium, Mohali. The winner was Royal Challengers Bengaluru. Player of the Match was CH Gayle."
match,Chennai Super Kings vs Rajasthan Royals,2012,"In IPL 2012, Chennai Super Kings played Rajasthan Royals on 2012-04-21 at MA Chidambaram Stadium, Chepauk. The winner was Chennai Super Kings. Player of the Match was F du Plessis."
match,Delhi Capitals vs Pune Warriors,2012,"In IPL 2012, Delhi Capitals played Pune Warriors on 2012-04-21 at Feroz Shah Kotla. The winner was Pune Warriors. Player of the Match was SC Ganguly."
match,Mumbai Indians vs Punjab Kings,2012,"In IPL 2012, Mumbai Indians played Punjab Kings on 2012-04-22 at Wankhede Stadium. The winner was Punjab Kings. Player of the Match was SE Marsh."
match,Deccan Chargers vs Kolkata Knight Riders,2012,"In IPL 2012, Deccan Chargers played Kolkata Knight Riders on 2012-04-22 at Barabati Stadium. The winner was Kolkata Knight Riders. Player of the Match was B Lee."
match,Rajasthan Royals vs Royal Challengers Bengaluru,2012,"In IPL 2012, Rajasthan Royals played Royal Challengers Bengaluru on 2012-04-23 at Sawai Mansingh Stadium. The winner was Royal Challengers Bengaluru. Player of the Match was AB de Villiers."
match,Pune Warriors vs Delhi Capitals,2012,"In IPL 2012, Pune Warriors played Delhi Capitals on 2012-04-24 at Subrata Roy Sahara Stadium. The winner was Delhi Capitals. Player of the Match was V Sehwag."
match,Punjab Kings vs Mumbai Indians,2012,"In IPL 2012, Punjab Kings played Mumbai Indians on 2012-04-25 at Punjab Cricket Association Stadium, Mohali. The winner was Mumbai Indians. Player of the Match was AT Rayudu."
match,Pune Warriors vs Deccan Chargers,2012,"In IPL 2012, Pune Warriors played Deccan Chargers on 2012-04-26 at Subrata Roy Sahara Stadium. The winner was Deccan Chargers. Player of the Match was CL White."
match,Delhi Capitals vs Mumbai Indians,2012,"In IPL 2012, Delhi Capitals played Mumbai Indians on 2012-04-27 at Feroz Shah Kotla. The winner was Delhi Capitals. Player of the Match was V Sehwag."
match,Chennai Super Kings vs Punjab Kings,2012,"In IPL 2012, Chennai Super Kings played Punjab Kings on 2012-04-28 at MA Chidambaram Stadium, Chepauk. The winner was Punjab Kings. Player of the Match was Mandeep Singh."
match,Kolkata Knight Riders vs Royal Challengers Bengaluru,2012,"In IPL 2012, Kolkata Knight Riders played Royal Challengers Bengaluru on 2012-04-28 at Eden Gardens. The winner was Kolkata Knight Riders. Player of the Match was G Gambhir."
match,Delhi Capitals vs Rajasthan Royals,2012,"In IPL 2012, Delhi Capitals played Rajasthan Royals on 2012-04-29 at Feroz Shah Kotla. The winner was Delhi Capitals. Player of the Match was V Sehwag."
match,Mumbai Indians vs Deccan Chargers,2012,"In IPL 2012, Mumbai Indians played Deccan Chargers on 2012-04-29 at Wankhede Stadium. The winner was Mumbai Indians. Player of the Match was DW Steyn."
match,Chennai Super Kings vs Kolkata Knight Riders,2012,"In IPL 2012, Chennai Super Kings played Kolkata Knight Riders on 2012-04-30 at MA Chidambaram Stadium, Chepauk. The winner was Kolkata Knight Riders. Player of the Match was G Gambhir."
match,Deccan Chargers vs Pune Warriors,2012,"In IPL 2012, Deccan Chargers played Pune Warriors on 2012-05-01 at Barabati Stadium. The winner was Deccan Chargers. Player of the Match was KC Sangakkara."
match,Rajasthan Royals vs Delhi Capitals,2012,"In IPL 2012, Rajasthan Royals played Delhi Capitals on 2012-05-01 at Sawai Mansingh Stadium. The winner was Delhi Capitals. Player of the Match was P Negi."
match,Royal Challengers Bengaluru vs Punjab Kings,2012,"In IPL 2012, Royal Challengers Bengaluru played Punjab Kings on 2012-05-02 at M Chinnaswamy Stadium. The winner was Punjab Kings. Player of the Match was Azhar Mahmood."
match,Pune Warriors vs Mumbai Indians,2012,"In IPL 2012, Pune Warriors played Mumbai Indians on 2012-05-03 at Subrata Roy Sahara Stadium. The winner was Mumbai Indians. Player of the Match was SL Malinga."
match,Chennai Super Kings vs Deccan Chargers,2012,"In IPL 2012, Chennai Super Kings played Deccan Chargers on 2012-05-04 at MA Chidambaram Stadium, Chepauk. The winner was Chennai Super Kings. Player of the Match was SK Raina."
match,Kolkata Knight Riders vs Pune Warriors,2012,"In IPL 2012, Kolkata Knight Riders played Pune Warriors on 2012-05-05 at Eden Gardens. The winner was Kolkata Knight Riders. Player of the Match was SP Narine."
match,Punjab Kings vs Rajasthan Royals,2012,"In IPL 2012, Punjab Kings played Rajasthan Royals on 2012-05-05 at Punjab Cricket Association Stadium, Mohali. The winner was Rajasthan Royals. Player of the Match was SR Watson."
match,Mumbai Indians vs Chennai Super Kings,2012,"In IPL 2012, Mumbai Indians played Chennai Super Kings on 2012-05-06 at Wankhede Stadium. The winner was Mumbai Indians. Player of the Match was DR Smith."
match,Royal Challengers Bengaluru vs Deccan Chargers,2012,"In IPL 2012, Royal Challengers Bengaluru played Deccan Chargers on 2012-05-06 at M Chinnaswamy Stadium. The winner was Royal Challengers Bengaluru. Player of the Match was AB de Villiers."
match,Delhi Capitals vs Kolkata Knight Riders,2012,"In IPL 2012, Delhi Capitals played Kolkata Knight Riders on 2012-05-07 at Feroz Shah Kotla. The winner was Kolkata Knight Riders. Player of the Match was JH Kallis."
match,Pune Warriors vs Rajasthan Royals,2012,"In IPL 2012, Pune Warriors played Rajasthan Royals on 2012-05-08 at Subrata Roy Sahara Stadium. The winner was Rajasthan Royals. Player of the Match was SR Watson."
match,Deccan Chargers vs Punjab Kings,2012,"In IPL 2012, Deccan Chargers played Punjab Kings on 2012-05-08 at Rajiv Gandhi International Stadium, Uppal. The winner was Punjab Kings. Player of the Match was Mandeep Singh."
match,Mumbai Indians vs Royal Challengers Bengaluru,2012,"In IPL 2012, Mumbai Indians played Royal Challengers Bengaluru on 2012-05-09 at Wankhede Stadium. The winner was Royal Challengers Bengaluru. Player of the Match was CH Gayle."
match,Rajasthan Royals vs Chennai Super Kings,2012,"In IPL 2012, Rajasthan Royals played Chennai Super Kings on 2012-05-10 at Sawai Mansingh Stadium. The winner was Chennai Super Kings. Player of the Match was BW Hilfenhaus."
match,Deccan Chargers vs Delhi Capitals,2012,"In IPL 2012, Deccan Chargers played Delhi Capitals on 2012-05-10 at Rajiv Gandhi International Stadium, Uppal. The winner was Delhi Capitals. Player of the Match was DA Warner."
match,Pune Warriors vs Royal Challengers Bengaluru,2012,"In IPL 2012, Pune Warriors played Royal Challengers Bengaluru on 2012-05-11 at Subrata Roy Sahara Stadium. The winner was Royal Challengers Bengaluru. Player of the Match was CH Gayle."
match,Kolkata Knight Riders vs Mumbai Indians,2012,"In IPL 2012, Kolkata Knight Riders played Mumbai Indians on 2012-05-12 at Eden Gardens. The winner was Mumbai Indians. Player of the Match was RG Sharma."
match,Chennai Super Kings vs Delhi Capitals,2012,"In IPL 2012, Chennai Super Kings played Delhi Capitals on 2012-05-12 at MA Chidambaram Stadium, Chepauk. The winner was Chennai Super Kings. Player of the Match was BW Hilfenhaus."
match,Rajasthan Royals vs Pune Warriors,2012,"In IPL 2012, Rajasthan Royals played Pune Warriors on 2012-05-13 at Sawai Mansingh Stadium. The winner was Rajasthan Royals. Player of the Match was A Chandila."
match,Punjab Kings vs Deccan Chargers,2012,"In IPL 2012, Punjab Kings played Deccan Chargers on 2012-05-13 at Punjab Cricket Association Stadium, Mohali. The winner was Punjab Kings. Player of the Match was DJ Hussey."
match,Kolkata Knight Riders vs Chennai Super Kings,2012,"In IPL 2012, Kolkata Knight Riders played Chennai Super Kings on 2012-05-14 at Eden Gardens. The winner was Chennai Super Kings. Player of the Match was MEK Hussey."
match,Royal Challengers Bengaluru vs Mumbai Indians,2012,"In IPL 2012, Royal Challengers Bengaluru played Mumbai Indians on 2012-05-14 at M Chinnaswamy Stadium. The winner was Mumbai Indians. Player of the Match was AT Rayudu."
match,Delhi Capitals vs Punjab Kings,2012,"In IPL 2012, Delhi Capitals played Punjab Kings on 2012-05-15 at Feroz Shah Kotla. The winner was Delhi Capitals. Player of the Match was UT Yadav."
match,Mumbai Indians vs Kolkata Knight Riders,2012,"In IPL 2012, Mumbai Indians played Kolkata Knight Riders on 2012-05-16 at Wankhede Stadium. The winner was Kolkata Knight Riders. Player of the Match was SP Narine."
match,Delhi Capitals vs Royal Challengers Bengaluru,2012,"In IPL 2012, Delhi Capitals played Royal Challengers Bengaluru on 2012-05-17 at Feroz Shah Kotla. The winner was Royal Challengers Bengaluru. Player of the Match was CH Gayle."
match,Punjab Kings vs Chennai Super Kings,2012,"In IPL 2012, Punjab Kings played Chennai Super Kings on 2012-05-17 at Himachal Pradesh Cricket Association Stadium. The winner was Punjab Kings. Player of the Match was AC Gilchrist."
match,Deccan Chargers vs Rajasthan Royals,2012,"In IPL 2012, Deccan Chargers played Rajasthan Royals on 2012-05-18 at Rajiv Gandhi International Stadium, Uppal. The winner was Deccan Chargers. Player of the Match was DW Steyn."
match,Punjab Kings vs Delhi Capitals,2012,"In IPL 2012, Punjab Kings played Delhi Capitals on 2012-05-19 at Himachal Pradesh Cricket Association Stadium. The winner was Delhi Capitals. Player of the Match was UT Yadav."
match,Pune Warriors vs Kolkata Knight Riders,2012,"In IPL 2012, Pune Warriors played Kolkata Knight Riders on 2012-05-19 at Subrata Roy Sahara Stadium. The winner was Kolkata Knight Riders. Player of the Match was Shakib Al Hasan."
match,Rajasthan Royals vs Mumbai Indians,2012,"In IPL 2012, Rajasthan Royals played Mumbai Indians on 2012-05-20 at Sawai Mansingh Stadium. The winner was Mumbai Indians. Player of the Match was DR Smith."
match,Deccan Chargers vs Royal Challengers Bengaluru,2012,"In IPL 2012, Deccan Chargers played Royal Challengers Bengaluru on 2012-05-20 at Rajiv Gandhi International Stadium, Uppal. The winner was Deccan Chargers. Player of the Match was DW Steyn."
match,Delhi Capitals vs Kolkata Knight Riders,2012,"In IPL 2012, Delhi Capitals played Kolkata Knight Riders on 2012-05-22 at Subrata Roy Sahara Stadium. The winner was Kolkata Knight Riders. Player of the Match was YK Pathan."
match,Chennai Super Kings vs Mumbai Indians,2012,"In IPL 2012, Chennai Super Kings played Mumbai Indians on 2012-05-23 at M Chinnaswamy Stadium. The winner was Chennai Super Kings. Player of the Match was MS Dhoni."
match,Delhi Capitals vs Chennai Super Kings,2012,"In IPL 2012, Delhi Capitals played Chennai Super Kings on 2012-05-25 at MA Chidambaram Stadium, Chepauk. The winner was Chennai Super Kings. Player of the Match was M Vijay."
match,Kolkata Knight Riders vs Chennai Super Kings,2012,"In IPL 2012, Kolkata Knight Riders played Chennai Super Kings on 2012-05-27 at MA Chidambaram Stadium, Chepauk. The winner was Kolkata Knight Riders. Player of the Match was MS Bisla."
match,Kolkata Knight Riders vs Delhi Capitals,2013,"In IPL 2013, Kolkata Knight Riders played Delhi Capitals on 2013-04-03 at Eden Gardens. The winner was Kolkata Knight Riders. Player of the Match was SP Narine."
match,Royal Challengers Bengaluru vs Mumbai Indians,2013,"In IPL 2013, Royal Challengers Bengaluru played Mumbai Indians on 2013-04-04 at M Chinnaswamy Stadium. The winner was Royal Challengers Bengaluru. Player of the Match was CH Gayle."
match,Sunrisers Hyderabad vs Pune Warriors,2013,"In IPL 2013, Sunrisers Hyderabad played Pune Warriors on 2013-04-05 at Rajiv Gandhi International Stadium, Uppal. The winner was Sunrisers Hyderabad. Player of the Match was A Mishra."
match,Delhi Capitals vs Rajasthan Royals,2013,"In IPL 2013, Delhi Capitals played Rajasthan Royals on 2013-04-06 at Feroz Shah Kotla. The winner was Rajasthan Royals. Player of the Match was R Dravid."
match,Chennai Super Kings vs Mumbai Indians,2013,"In IPL 2013, Chennai Super Kings played Mumbai Indians on 2013-04-06 at MA Chidambaram Stadium, Chepauk. The winner was Mumbai Indians. Player of the Match was KA Pollard."
match,Pune Warriors vs Punjab Kings,2013,"In IPL 2013, Pune Warriors played Punjab Kings on 2013-04-07 at Subrata Roy Sahara Stadium. The winner was Punjab Kings. Player of the Match was M Vohra."
match,Sunrisers Hyderabad vs Royal Challengers Bengaluru,2013,"In IPL 2013, Sunrisers Hyderabad played Royal Challengers Bengaluru on 2013-04-07 at Rajiv Gandhi International Stadium, Uppal. The winner was No Result. Player of the Match was GH Vihari."
match,Rajasthan Royals vs Kolkata Knight Riders,2013,"In IPL 2013, Rajasthan Royals played Kolkata Knight Riders on 2013-04-08 at Sawai Mansingh Stadium. The winner was Rajasthan Royals. Player of the Match was SK Trivedi."
match,Mumbai Indians vs Delhi Capitals,2013,"In IPL 2013, Mumbai Indians played Delhi Capitals on 2013-04-09 at Wankhede Stadium. The winner was Mumbai Indians. Player of the Match was KD Karthik."
match,Royal Challengers Bengaluru vs Sunrisers Hyderabad,2013,"In IPL 2013, Royal Challengers Bengaluru played Sunrisers Hyderabad on 2013-04-09 at M Chinnaswamy Stadium. The winner was Royal Challengers Bengaluru. Player of the Match was V Kohli."
match,Punjab Kings vs Chennai Super Kings,2013,"In IPL 2013, Punjab Kings played Chennai Super Kings on 2013-04-10 at Punjab Cricket Association Stadium, Mohali. The winner was Chennai Super Kings. Player of the Match was MEK Hussey."
match,Royal Challengers Bengaluru vs Kolkata Knight Riders,2013,"In IPL 2013, Royal Challengers Bengaluru played Kolkata Knight Riders on 2013-04-11 at M Chinnaswamy Stadium. The winner was Royal Challengers Bengaluru. Player of the Match was CH Gayle."
match,Pune Warriors vs Rajasthan Royals,2013,"In IPL 2013, Pune Warriors played Rajasthan Royals on 2013-04-11 at Subrata Roy Sahara Stadium. The winner was Pune Warriors. Player of the Match was AJ Finch."
match,Delhi Capitals vs Sunrisers Hyderabad,2013,"In IPL 2013, Delhi Capitals played Sunrisers Hyderabad on 2013-04-12 at Feroz Shah Kotla. The winner was Sunrisers Hyderabad. Player of the Match was A Mishra."
match,Chennai Super Kings vs Royal Challengers Bengaluru,2013,"In IPL 2013, Chennai Super Kings played Royal Challengers Bengaluru on 2013-04-13 at MA Chidambaram Stadium, Chepauk. The winner was Chennai Super Kings. Player of the Match was RA Jadeja."
match,Mumbai Indians vs Pune Warriors,2013,"In IPL 2013, Mumbai Indians played Pune Warriors on 2013-04-13 at Wankhede Stadium. The winner was Mumbai Indians. Player of the Match was RG Sharma."
match,Kolkata Knight Riders vs Sunrisers Hyderabad,2013,"In IPL 2013, Kolkata Knight Riders played Sunrisers Hyderabad on 2013-04-14 at Eden Gardens. The winner was Kolkata Knight Riders. Player of the Match was G Gambhir."
match,Rajasthan Royals vs Punjab Kings,2013,"In IPL 2013, Rajasthan Royals played Punjab Kings on 2013-04-14 at Sawai Mansingh Stadium. The winner was Rajasthan Royals. Player of the Match was JP Faulkner."
match,Chennai Super Kings vs Pune Warriors,2013,"In IPL 2013, Chennai Super Kings played Pune Warriors on 2013-04-15 at MA Chidambaram Stadium, Chepauk. The winner was Pune Warriors. Player of the Match was SPD Smith."
match,Punjab Kings vs Kolkata Knight Riders,2013,"In IPL 2013, Punjab Kings played Kolkata Knight Riders on 2013-04-16 at Punjab Cricket Association Stadium, Mohali. The winner was Punjab Kings. Player of the Match was MS Gony."
match,Royal Challengers Bengaluru vs Delhi Capitals,2013,"In IPL 2013, Royal Challengers Bengaluru played Delhi Capitals on 2013-04-16 at M Chinnaswamy Stadium. The winner was No Result. Player of the Match was V Kohli."
match,Pune Warriors vs Sunrisers Hyderabad,2013,"In IPL 2013, Pune Warriors played Sunrisers Hyderabad on 2013-04-17 at Maharashtra Cricket Association Stadium. The winner was Sunrisers Hyderabad. Player of the Match was A Mishra."
match,Rajasthan Royals vs Mumbai Indians,2013,"In IPL 2013, Rajasthan Royals played Mumbai Indians on 2013-04-17 at Sawai Mansingh Stadium. The winner was Rajasthan Royals. Player of the Match was AM Rahane."
match,Delhi Capitals vs Chennai Super Kings,2013,"In IPL 2013, Delhi Capitals played Chennai Super Kings on 2013-04-18 at Feroz Shah Kotla. The winner was Chennai Super Kings. Player of the Match was MEK Hussey."
match,Sunrisers Hyderabad vs Punjab Kings,2013,"In IPL 2013, Sunrisers Hyderabad played Punjab Kings on 2013-04-19 at Rajiv Gandhi International Stadium, Uppal. The winner was Sunrisers Hyderabad. Player of the Match was GH Vihari."
match,Kolkata Knight Riders vs Chennai Super Kings,2013,"In IPL 2013, Kolkata Knight Riders played Chennai Super Kings on 2013-04-20 at Eden Gardens. The winner was Chennai Super Kings. Player of the Match was RA Jadeja."
match,Royal Challengers Bengaluru vs Rajasthan Royals,2013,"In IPL 2013, Royal Challengers Bengaluru played Rajasthan Royals on 2013-04-20 at M Chinnaswamy Stadium. The winner was Royal Challengers Bengaluru. Player of the Match was R Vinay Kumar."
match,Punjab Kings vs Pune Warriors,2013,"In IPL 2013, Punjab Kings played Pune Warriors on 2013-04-21 at Punjab Cricket Association Stadium, Mohali. The winner was Punjab Kings. Player of the Match was DA Miller."
match,Delhi Capitals vs Mumbai Indians,2013,"In IPL 2013, Delhi Capitals played Mumbai Indians on 2013-04-21 at Feroz Shah Kotla. The winner was Delhi Capitals. Player of the Match was V Sehwag."
match,Chennai Super Kings vs Rajasthan Royals,2013,"In IPL 2013, Chennai Super Kings played Rajasthan Royals on 2013-04-22 at MA Chidambaram Stadium, Chepauk. The winner was Chennai Super Kings. Player of the Match was MEK Hussey."
match,Delhi Capitals vs Punjab Kings,2013,"In IPL 2013, Delhi Capitals played Punjab Kings on 2013-04-23 at Feroz Shah Kotla. The winner was Punjab Kings. Player of the Match was Harmeet Singh."
match,Royal Challengers Bengaluru vs Pune Warriors,2013,"In IPL 2013, Royal Challengers Bengaluru played Pune Warriors on 2013-04-23 at M Chinnaswamy Stadium. The winner was Royal Challengers Bengaluru. Player of the Match was CH Gayle."
match,Kolkata Knight Riders vs Mumbai Indians,2013,"In IPL 2013, Kolkata Knight Riders played Mumbai Indians on 2013-04-24 at Eden Gardens. The winner was Mumbai Indians. Player of the Match was DR Smith."
match,Chennai Super Kings vs Sunrisers Hyderabad,2013,"In IPL 2013, Chennai Super Kings played Sunrisers Hyderabad on 2013-04-25 at MA Chidambaram Stadium, Chepauk. The winner was Chennai Super Kings. Player of the Match was MS Dhoni."
match,Kolkata Knight Riders vs Punjab Kings,2013,"In IPL 2013, Kolkata Knight Riders played Punjab Kings on 2013-04-26 at Eden Gardens. The winner was Kolkata Knight Riders. Player of the Match was JH Kallis."
match,Rajasthan Royals vs Sunrisers Hyderabad,2013,"In IPL 2013, Rajasthan Royals played Sunrisers Hyderabad on 2013-04-27 at Sawai Mansingh Stadium. The winner was Rajasthan Royals. Player of the Match was JP Faulkner."
match,Mumbai Indians vs Royal Challengers Bengaluru,2013,"In IPL 2013, Mumbai Indians played Royal Challengers Bengaluru on 2013-04-27 at Wankhede Stadium. The winner was Mumbai Indians. Player of the Match was DR Smith."
match,Delhi Capitals vs Pune Warriors,2013,"In IPL 2013, Delhi Capitals played Pune Warriors on 2013-04-28 at Shaheed Veer Narayan Singh International Stadium. The winner was Delhi Capitals. Player of the Match was DA Warner."
match,Chennai Super Kings vs Kolkata Knight Riders,2013,"In IPL 2013, Chennai Super Kings played Kolkata Knight Riders on 2013-04-28 at MA Chidambaram Stadium, Chepauk. The winner was Chennai Super Kings. Player of the Match was MEK Hussey."
match,Rajasthan Royals vs Royal Challengers Bengaluru,2013,"In IPL 2013, Rajasthan Royals played Royal Challengers Bengaluru on 2013-04-29 at Sawai Mansingh Stadium. The winner was Rajasthan Royals. Player of the Match was SV Samson."
match,Mumbai Indians vs Punjab Kings,2013,"In IPL 2013, Mumbai Indians played Punjab Kings on 2013-04-29 at Wankhede Stadium. The winner was Mumbai Indians. Player of the Match was RG Sharma."
match,Pune Warriors vs Chennai Super Kings,2013,"In IPL 2013, Pune Warriors played Chennai Super Kings on 2013-04-30 at Subrata Roy Sahara Stadium. The winner was Chennai Super Kings. Player of the Match was MS Dhoni."
match,Sunrisers Hyderabad vs Mumbai Indians,2013,"In IPL 2013, Sunrisers Hyderabad played Mumbai Indians on 2013-05-01 at Rajiv Gandhi International Stadium, Uppal. The winner was Sunrisers Hyderabad. Player of the Match was I Sharma."
match,Delhi Capitals vs Kolkata Knight Riders,2013,"In IPL 2013, Delhi Capitals played Kolkata Knight Riders on 2013-05-01 at Shaheed Veer Narayan Singh International Stadium. The winner was Delhi Capitals. Player of the Match was DA Warner."
match,Chennai Super Kings vs Punjab Kings,2013,"In IPL 2013, Chennai Super Kings played Punjab Kings on 2013-05-02 at MA Chidambaram Stadium, Chepauk. The winner was Chennai Super Kings. Player of the Match was SK Raina."
match,Pune Warriors vs Royal Challengers Bengaluru,2013,"In IPL 2013, Pune Warriors played Royal Challengers Bengaluru on 2013-05-02 at Subrata Roy Sahara Stadium. The winner was Royal Challengers Bengaluru. Player of the Match was AB de Villiers."
match,Kolkata Knight Riders vs Rajasthan Royals,2013,"In IPL 2013, Kolkata Knight Riders played Rajasthan Royals on 2013-05-03 at Eden Gardens. The winner was Kolkata Knight Riders. Player of the Match was YK Pathan."
match,Sunrisers Hyderabad vs Delhi Capitals,2013,"In IPL 2013, Sunrisers Hyderabad played Delhi Capitals on 2013-05-04 at Rajiv Gandhi International Stadium, Uppal. The winner was Sunrisers Hyderabad. Player of the Match was DJG Sammy."
match,Mumbai Indians vs Chennai Super Kings,2013,"In IPL 2013, Mumbai Indians played Chennai Super Kings on 2013-05-05 at Wankhede Stadium. The winner was Mumbai Indians. Player of the Match was MG Johnson."
match,Rajasthan Royals vs Pune Warriors,2013,"In IPL 2013, Rajasthan Royals played Pune Warriors on 2013-05-05 at Sawai Mansingh Stadium. The winner was Rajasthan Royals. Player of the Match was AM Rahane."
match,Punjab Kings vs Royal Challengers Bengaluru,2013,"In IPL 2013, Punjab Kings played Royal Challengers Bengaluru on 2013-05-06 at Punjab Cricket Association Stadium, Mohali. The winner was Punjab Kings. Player of the Match was DA Miller."
match,Rajasthan Royals vs Delhi Capitals,2013,"In IPL 2013, Rajasthan Royals played Delhi Capitals on 2013-05-07 at Sawai Mansingh Stadium. The winner was Rajasthan Royals. Player of the Match was AM Rahane."
