type,entity,season,text
career_batting,MJ Guptill,all,"IPL career batting stats for MJ Guptill: 270 runs, 196 balls faced, 12 dismissals, strike rate 137.76, batting average 22.50."
career_batting,MJ Henry,all,"IPL career batting stats for MJ Henry: 7 runs, 10 balls faced, 2 dismissals, strike rate 70.00, batting average 3.50."
career_batting,MJ Lumb,all,"IPL career batting stats for MJ Lumb: 278 runs, 194 balls faced, 12 dismissals, strike rate 143.30, batting average 23.17."
career_batting,MJ McClenaghan,all,"IPL career batting stats for MJ McClenaghan: 85 runs, 70 balls faced, 13 dismissals, strike rate 121.43, batting average 6.54."
career_batting,MJ Owen,all,"IPL career batting stats for MJ Owen: 0 runs, 2 balls faced, 1 dismissals, strike rate 0.00, batting average 0.00."
career_batting,MJ Santner,all,"IPL career batting stats for MJ Santner: 136 runs, 123 balls faced, 8 dismissals, strike rate 110.57, batting average 17.00."
career_batting,MJ Suthar,all,"IPL career batting stats for MJ Suthar: 1 runs, 2 balls faced, 1 dismissals, strike rate 50.00, batting average 1.00."
career_batting,MK Lomror,all,"IPL career batting stats for MK Lomror: 527 runs, 373 balls faced, 29 dismissals, strike rate 141.29, batting average 18.17."
career_batting,MK Pandey,all,"IPL career batting stats for MK Pandey: 4012 runs, 3293 balls faced, 136 dismissals, strike rate 121.83, batting average 29.50."
career_batting,MK Tiwary,all,"IPL career batting stats for MK Tiwary: 1695 runs, 1449 balls faced, 59 dismissals, strike rate 116.98, batting average 28.73."
career_batting,ML Hayden,all,"IPL career batting stats for ML Hayden: 1107 runs, 805 balls faced, 30 dismissals, strike rate 137.52, batting average 36.90."
career_batting,MM Ali,all,"IPL career batting stats for MM Ali: 1167 runs, 835 balls faced, 53 dismissals, strike rate 139.76, batting average 22.02."
career_batting,MM Patel,all,"IPL career batting stats for MM Patel: 39 runs, 41 balls faced, 6 dismissals, strike rate 95.12, batting average 6.50."
career_batting,MM Sharma,all,"IPL career batting stats for MM Sharma: 125 runs, 136 balls faced, 18 dismissals, strike rate 91.91, batting average 6.94."
career_batting,MN Samuels,all,"IPL career batting stats for MN Samuels: 161 runs, 172 balls faced, 13 dismissals, strike rate 93.60, batting average 12.38."
career_batting,MN van Wyk,all,"IPL career batting stats for MN van Wyk: 167 runs, 132 balls faced, 3 dismissals, strike rate 126.52, batting average 55.67."
career_batting,MP Breetzke,all,"IPL career batting stats for MP Breetzke: 14 runs, 12 balls faced, 1 dismissals, strike rate 116.67, batting average 14.00."
career_batting,MP Stoinis,all,"IPL career batting stats for MP Stoinis: 2242 runs, 1520 balls faced, 78 dismissals, strike rate 147.50, batting average 28.74."
career_batting,MP Yadav,all,"IPL career batting stats for MP Yadav: 5 runs, 5 balls faced, 1 dismissals, strike rate 100.00, batting average 5.00."
career_batting,MR Marsh,all,"IPL career batting stats for MR Marsh: 1855 runs, 1249 balls faced, 60 dismissals, strike rate 148.52, batting average 30.92."
career_batting,MS Bhandage,all,"IPL career batting stats for MS Bhandage: 1 runs, 4 balls faced, 1 dismissals, strike rate 25.00, batting average 1.00."
career_batting,MS Bisla,all,"IPL career batting stats for MS Bisla: 798 runs, 702 balls faced, 38 dismissals, strike rate 113.68, batting average 21.00."
career_batting,MS Dhoni,all,"IPL career batting stats for MS Dhoni: 5439 runs, 3957 balls faced, 142 dismissals, strike rate 137.45, batting average 38.30."
career_batting,MS Gony,all,"IPL career batting stats for MS Gony: 99 runs, 71 balls faced, 10 dismissals, strike rate 139.44, batting average 9.90."
career_batting,MS Wade,all,"IPL career batting stats for MS Wade: 183 runs, 177 balls faced, 14 dismissals, strike rate 103.39, batting average 13.07."
career_batting,MV Boucher,all,"IPL career batting stats for MV Boucher: 394 runs, 309 balls faced, 14 dismissals, strike rate 127.51, batting average 28.14."
career_batting,MW Short,all,"IPL career batting stats for MW Short: 177 runs, 143 balls faced, 9 dismissals, strike rate 123.78, batting average 19.67."
career_batting,Mandeep Singh,all,"IPL career batting stats for Mandeep Singh: 1706 runs, 1388 balls faced, 82 dismissals, strike rate 122.91, batting average 20.80."
career_batting,Mashrafe Mortaza,all,"IPL career batting stats for Mashrafe Mortaza: 2 runs, 2 balls faced, 0 dismissals, strike rate 100.00, batting average not available."
career_batting,Mayank Dagar,all,"IPL career batting stats for Mayank Dagar: 0 runs, 1 balls faced, 1 dismissals, strike rate 0.00, batting average 0.00."
career_batting,Misbah-ul-Haq,all,"IPL career batting stats for Misbah-ul-Haq: 117 runs, 81 balls faced, 7 dismissals, strike rate 144.44, batting average 16.71."
career_batting,Mohammad Ashraful,all,"IPL career batting stats for Mohammad Ashraful: 2 runs, 10 balls faced, 1 dismissals, strike rate 20.00, batting average 2.00."
career_batting,Mohammad Asif,all,"IPL career batting stats for Mohammad Asif: 3 runs, 6 balls faced, 2 dismissals, strike rate 50.00, batting average 1.50."
career_batting,Mohammad Hafeez,all,"IPL career batting stats for Mohammad Hafeez: 64 runs, 83 balls faced, 7 dismissals, strike rate 77.11, batting average 9.14."
career_batting,Mohammad Nabi,all,"IPL career batting stats for Mohammad Nabi: 215 runs, 150 balls faced, 16 dismissals, strike rate 143.33, batting average 13.44."
career_batting,Mohammed Shami,all,"IPL career batting stats for Mohammed Shami: 115 runs, 111 balls faced, 19 dismissals, strike rate 103.60, batting average 6.05."
career_batting,Mohammed Siraj,all,"IPL career batting stats for Mohammed Siraj: 117 runs, 139 balls faced, 12 dismissals, strike rate 84.17, batting average 9.75."
career_batting,Mohit Rathee,all,"IPL career batting stats for Mohit Rathee: 1 runs, 2 balls faced, 0 dismissals, strike rate 50.00, batting average not available."
career_batting,Mohsin Khan,all,"IPL career batting stats for Mohsin Khan: 25 runs, 28 balls faced, 5 dismissals, strike rate 89.29, batting average 5.00."
career_batting,Mujeeb Ur Rahman,all,"IPL career batting stats for Mujeeb Ur Rahman: 12 runs, 15 balls faced, 3 dismissals, strike rate 80.00, batting average 4.00."
career_batting,Mukesh Choudhary,all,"IPL career batting stats for Mukesh Choudhary: 8 runs, 8 balls faced, 1 dismissals, strike rate 100.00, batting average 8.00."
career_batting,Mukesh Kumar,all,"IPL career batting stats for Mukesh Kumar: 10 runs, 18 balls faced, 1 dismissals, strike rate 55.56, batting average 10.00."
career_batting,Musheer Khan,all,"IPL career batting stats for Musheer Khan: 0 runs, 3 balls faced, 1 dismissals, strike rate 0.00, batting average 0.00."
career_batting,Mustafizur Rahman,all,"IPL career batting stats for Mustafizur Rahman: 13 runs, 24 balls faced, 2 dismissals, strike rate 54.17, batting average 6.50."
career_batting,N Burger,all,"IPL career batting stats for N Burger: 14 runs, 9 balls faced, 1 dismissals, strike rate 155.56, batting average 14.00."
career_batting,N Jagadeesan,all,"IPL career batting stats for N Jagadeesan: 162 runs, 147 balls faced, 9 dismissals, strike rate 110.20, batting average 18.00."
career_batting,N Pooran,all,"IPL career batting stats for N Pooran: 2527 runs, 1540 balls faced, 80 dismissals, strike rate 164.09, batting average 31.59."
career_batting,N Rana,all,"IPL career batting stats for N Rana: 3078 runs, 2235 balls faced, 112 dismissals, strike rate 137.72, batting average 27.48."
career_batting,N Saini,all,"IPL career batting stats for N Saini: 140 runs, 141 balls faced, 10 dismissals, strike rate 99.29, batting average 14.00."
career_batting,N Sindhu,all,"IPL career batting stats for N Sindhu: 63 runs, 50 balls faced, 5 dismissals, strike rate 126.00, batting average 12.60."
career_batting,N Wadhera,all,"IPL career batting stats for N Wadhera: 784 runs, 560 balls faced, 33 dismissals, strike rate 140.00, batting average 23.76."
career_batting,ND Doshi,all,"IPL career batting stats for ND Doshi: 0 runs, 13 balls faced, 1 dismissals, strike rate 0.00, batting average 0.00."
career_batting,NJ Maddinson,all,"IPL career batting stats for NJ Maddinson: 20 runs, 21 balls faced, 3 dismissals, strike rate 95.24, batting average 6.67."
career_batting,NJ Rimmington,all,"IPL career batting stats for NJ Rimmington: 1 runs, 1 balls faced, 0 dismissals, strike rate 100.00, batting average not available."
career_batting,NK Patel,all,"IPL career batting stats for NK Patel: 121 runs, 119 balls faced, 4 dismissals, strike rate 101.68, batting average 30.25."
career_batting,NL McCullum,all,"IPL career batting stats for NL McCullum: 26 runs, 22 balls faced, 1 dismissals, strike rate 118.18, batting average 26.00."
career_batting,NLTC Perera,all,"IPL career batting stats for NLTC Perera: 422 runs, 307 balls faced, 22 dismissals, strike rate 137.46, batting average 19.18."
career_batting,NM Coulter-Nile,all,"IPL career batting stats for NM Coulter-Nile: 82 runs, 72 balls faced, 11 dismissals, strike rate 113.89, batting average 7.45."
career_batting,NS Naik,all,"IPL career batting stats for NS Naik: 31 runs, 50 balls faced, 4 dismissals, strike rate 62.00, batting average 7.75."
career_batting,NT Ellis,all,"IPL career batting stats for NT Ellis: 19 runs, 25 balls faced, 4 dismissals, strike rate 76.00, batting average 4.75."
career_batting,NV Ojha,all,"IPL career batting stats for NV Ojha: 1554 runs, 1313 balls faced, 75 dismissals, strike rate 118.35, batting average 20.72."
career_batting,Naman Dhir,all,"IPL career batting stats for Naman Dhir: 710 runs, 433 balls faced, 26 dismissals, strike rate 163.97, batting average 27.31."
career_batting,Navdeep Saini,all,"IPL career batting stats for Navdeep Saini: 33 runs, 37 balls faced, 4 dismissals, strike rate 89.19, batting average 8.25."
career_batting,Naveen-ul-Haq,all,"IPL career batting stats for Naveen-ul-Haq: 18 runs, 25 balls faced, 1 dismissals, strike rate 72.00, batting average 18.00."
career_batting,Nithish Kumar Reddy,all,"IPL career batting stats for Nithish Kumar Reddy: 787 runs, 541 balls faced, 27 dismissals, strike rate 145.47, batting average 29.15."
career_batting,Noor Ahmad,all,"IPL career batting stats for Noor Ahmad: 31 runs, 58 balls faced, 11 dismissals, strike rate 53.45, batting average 2.82."
career_batting,OA Shah,all,"IPL career batting stats for OA Shah: 506 runs, 389 balls faced, 15 dismissals, strike rate 130.08, batting average 33.73."
career_batting,OC McCoy,all,"IPL career batting stats for OC McCoy: 8 runs, 5 balls faced, 1 dismissals, strike rate 160.00, batting average 8.00."
career_batting,OF Smith,all,"IPL career batting stats for OF Smith: 51 runs, 44 balls faced, 3 dismissals, strike rate 115.91, batting average 17.00."
career_batting,P Awana,all,"IPL career batting stats for P Awana: 5 runs, 14 balls faced, 2 dismissals, strike rate 35.71, batting average 2.50."
career_batting,P Chopra,all,"IPL career batting stats for P Chopra: 8 runs, 6 balls faced, 1 dismissals, strike rate 133.33, batting average 8.00."
career_batting,P Dogra,all,"IPL career batting stats for P Dogra: 127 runs, 138 balls faced, 11 dismissals, strike rate 92.03, batting average 11.55."
career_batting,P Dubey,all,"IPL career batting stats for P Dubey: 23 runs, 33 balls faced, 1 dismissals, strike rate 69.70, batting average 23.00."
career_batting,P Kumar,all,"IPL career batting stats for P Kumar: 340 runs, 314 balls faced, 38 dismissals, strike rate 108.28, batting average 8.95."
career_batting,P Negi,all,"IPL career batting stats for P Negi: 365 runs, 289 balls faced, 26 dismissals, strike rate 126.30, batting average 14.04."
career_batting,P Nissanka,all,"IPL career batting stats for P Nissanka: 278 runs, 175 balls faced, 10 dismissals, strike rate 158.86, batting average 27.80."
career_batting,P Parameswaran,all,"IPL career batting stats for P Parameswaran: 1 runs, 2 balls faced, 0 dismissals, strike rate 50.00, batting average not available."
career_batting,P Ray Barman,all,"IPL career batting stats for P Ray Barman: 19 runs, 24 balls faced, 1 dismissals, strike rate 79.17, batting average 19.00."
career_batting,P Sahu,all,"IPL career batting stats for P Sahu: 19 runs, 13 balls faced, 1 dismissals, strike rate 146.15, batting average 19.00."
career_batting,P Simran Singh,all,"IPL career batting stats for P Simran Singh: 1865 runs, 1189 balls faced, 63 dismissals, strike rate 156.85, batting average 29.60."
career_batting,PA Patel,all,"IPL career batting stats for PA Patel: 2848 runs, 2358 balls faced, 126 dismissals, strike rate 120.78, batting average 22.60."
career_batting,PA Reddy,all,"IPL career batting stats for PA Reddy: 164 runs, 160 balls faced, 10 dismissals, strike rate 102.50, batting average 16.40."
career_batting,PBB Rajapaksa,all,"IPL career batting stats for PBB Rajapaksa: 277 runs, 191 balls faced, 13 dismissals, strike rate 145.03, batting average 21.31."
career_batting,PC Valthaty,all,"IPL career batting stats for PC Valthaty: 505 runs, 418 balls faced, 22 dismissals, strike rate 120.81, batting average 22.95."
career_batting,PD Collingwood,all,"IPL career batting stats for PD Collingwood: 203 runs, 156 balls faced, 5 dismissals, strike rate 130.13, batting average 40.60."
career_batting,PD Salt,all,"IPL career batting stats for PD Salt: 1258 runs, 721 balls faced, 37 dismissals, strike rate 174.48, batting average 34.00."
career_batting,PHKD Mendis,all,"IPL career batting stats for PHKD Mendis: 92 runs, 69 balls faced, 4 dismissals, strike rate 133.33, batting average 23.00."
career_batting,PJ Cummins,all,"IPL career batting stats for PJ Cummins: 642 runs, 421 balls faced, 33 dismissals, strike rate 152.49, batting average 19.45."
career_batting,PJ Sangwan,all,"IPL career batting stats for PJ Sangwan: 26 runs, 44 balls faced, 8 dismissals, strike rate 59.09, batting average 3.25."
career_batting,PK Garg,all,"IPL career batting stats for PK Garg: 273 runs, 241 balls faced, 18 dismissals, strike rate 113.28, batting average 15.17."
career_batting,PM Sarvesh Kumar,all,"IPL career batting stats for PM Sarvesh Kumar: 1 runs, 2 balls faced, 0 dismissals, strike rate 50.00, batting average not available."
career_batting,PN Mankad,all,"IPL career batting stats for PN Mankad: 97 runs, 73 balls faced, 3 dismissals, strike rate 132.88, batting average 32.33."
career_batting,PP Chawla,all,"IPL career batting stats for PP Chawla: 624 runs, 563 balls faced, 56 dismissals, strike rate 110.83, batting average 11.14."
career_batting,PP Hinge,all,"IPL career batting stats for PP Hinge: 3 runs, 9 balls faced, 1 dismissals, strike rate 33.33, batting average 3.00."
career_batting,PP Ojha,all,"IPL career batting stats for PP Ojha: 16 runs, 45 balls faced, 12 dismissals, strike rate 35.56, batting average 1.33."
career_batting,PP Shaw,all,"IPL career batting stats for PP Shaw: 1892 runs, 1283 balls faced, 79 dismissals, strike rate 147.47, batting average 23.95."
career_batting,PR Shah,all,"IPL career batting stats for PR Shah: 92 runs, 91 balls faced, 8 dismissals, strike rate 101.10, batting average 11.50."
career_batting,PR Veer,all,"IPL career batting stats for PR Veer: 90 runs, 67 balls faced, 2 dismissals, strike rate 134.33, batting average 45.00."
career_batting,PSP Handscomb,all,"IPL career batting stats for PSP Handscomb: 6 runs, 12 balls faced, 1 dismissals, strike rate 50.00, batting average 6.00."
career_batting,PV Tambe,all,"IPL career batting stats for PV Tambe: 18 runs, 39 balls faced, 2 dismissals, strike rate 46.15, batting average 9.00."
career_batting,PVD Chameera,all,"IPL career batting stats for PVD Chameera: 53 runs, 45 balls faced, 4 dismissals, strike rate 117.78, batting average 13.25."
career_batting,PVSN Raju,all,"IPL career batting stats for PVSN Raju: 1 runs, 1 balls faced, 0 dismissals, strike rate 100.00, batting average not available."
career_batting,PWA Mulder,all,"IPL career batting stats for PWA Mulder: 9 runs, 11 balls faced, 1 dismissals, strike rate 81.82, batting average 9.00."
career_batting,PWH de Silva,all,"IPL career batting stats for PWH de Silva: 81 runs, 88 balls faced, 15 dismissals, strike rate 92.05, batting average 5.40."
career_batting,Pankaj Singh,all,"IPL career batting stats for Pankaj Singh: 7 runs, 12 balls faced, 2 dismissals, strike rate 58.33, batting average 3.50."
career_batting,Parvez Rasool,all,"IPL career batting stats for Parvez Rasool: 17 runs, 20 balls faced, 2 dismissals, strike rate 85.00, batting average 8.50."
career_batting,Prince Yadav,all,"IPL career batting stats for Prince Yadav: 5 runs, 11 balls faced, 0 dismissals, strike rate 45.45, batting average not available."
career_batting,Priyansh Arya,all,"IPL career batting stats for Priyansh Arya: 909 runs, 471 balls faced, 31 dismissals, strike rate 192.99, batting average 29.32."
career_batting,Q de Kock,all,"IPL career batting stats for Q de Kock: 3441 runs, 2550 balls faced, 110 dismissals, strike rate 134.94, batting average 31.28."
career_batting,R Ashwin,all,"IPL career batting stats for R Ashwin: 833 runs, 705 balls faced, 64 dismissals, strike rate 118.16, batting average 13.02."
career_batting,R Bhatia,all,"IPL career batting stats for R Bhatia: 342 runs, 284 balls faced, 30 dismissals, strike rate 120.42, batting average 11.40."
career_batting,R Bishnoi,all,"IPL career batting stats for R Bishnoi: 19 runs, 17 balls faced, 3 dismissals, strike rate 111.76, batting average 6.33."
career_batting,R Dhawan,all,"IPL career batting stats for R Dhawan: 210 runs, 187 balls faced, 11 dismissals, strike rate 112.30, batting average 19.09."
career_batting,R Dravid,all,"IPL career batting stats for R Dravid: 2174 runs, 1882 balls faced, 77 dismissals, strike rate 115.52, batting average 28.23."
career_batting,R McLaren,all,"IPL career batting stats for R McLaren: 159 runs, 171 balls faced, 8 dismissals, strike rate 92.98, batting average 19.88."
career_batting,R Minz,all,"IPL career batting stats for R Minz: 12 runs, 19 balls faced, 3 dismissals, strike rate 63.16, batting average 4.00."
career_batting,R Ninan,all,"IPL career batting stats for R Ninan: 3 runs, 6 balls faced, 1 dismissals, strike rate 50.00, batting average 3.00."
career_batting,R Parag,all,"IPL career batting stats for R Parag: 1875 runs, 1300 balls faced, 73 dismissals, strike rate 144.23, batting average 25.68."
career_batting,R Powell,all,"IPL career batting stats for R Powell: 555 runs, 390 balls faced, 25 dismissals, strike rate 142.31, batting average 22.20."
career_batting,R Rampaul,all,"IPL career batting stats for R Rampaul: 51 runs, 50 balls faced, 5 dismissals, strike rate 102.00, batting average 10.20."
career_batting,R Ravindra,all,"IPL career batting stats for R Ravindra: 413 runs, 287 balls faced, 17 dismissals, strike rate 143.90, batting average 24.29."
career_batting,R Sai Kishore,all,"IPL career batting stats for R Sai Kishore: 18 runs, 16 balls faced, 4 dismissals, strike rate 112.50, batting average 4.50."
career_batting,R Sanjay Yadav,all,"IPL career batting stats for R Sanjay Yadav: 0 runs, 2 balls faced, 1 dismissals, strike rate 0.00, batting average 0.00."
career_batting,R Sathish,all,"IPL career batting stats for R Sathish: 270 runs, 231 balls faced, 17 dismissals, strike rate 116.88, batting average 15.88."
career_batting,R Sharma,all,"IPL career batting stats for R Sharma: 66 runs, 75 balls faced, 14 dismissals, strike rate 88.00, batting average 4.71."
career_batting,R Shepherd,all,"IPL career batting stats for R Shepherd: 268 runs, 153 balls faced, 11 dismissals, strike rate 175.16, batting average 24.36."
career_batting,R Shukla,all,"IPL career batting stats for R Shukla: 19 runs, 23 balls faced, 1 dismissals, strike rate 82.61, batting average 19.00."
career_batting,R Smaran,all,"IPL career batting stats for R Smaran: 19 runs, 25 balls faced, 3 dismissals, strike rate 76.00, batting average 6.33."
career_batting,R Tewatia,all,"IPL career batting stats for R Tewatia: 1302 runs, 943 balls faced, 55 dismissals, strike rate 138.07, batting average 23.67."
career_batting,R Vinay Kumar,all,"IPL career batting stats for R Vinay Kumar: 310 runs, 274 balls faced, 28 dismissals, strike rate 113.14, batting average 11.07."
career_batting,RA Bawa,all,"IPL career batting stats for RA Bawa: 35 runs, 32 balls faced, 3 dismissals, strike rate 109.38, batting average 11.67."
career_batting,RA Jadeja,all,"IPL career batting stats for RA Jadeja: 3526 runs, 2699 balls faced, 121 dismissals, strike rate 130.64, batting average 29.14."
career_batting,RA Tripathi,all,"IPL career batting stats for RA Tripathi: 2291 runs, 1662 balls faced, 88 dismissals, strike rate 137.85, batting average 26.03."
career_batting,RD Chahar,all,"IPL career batting stats for RD Chahar: 129 runs, 124 balls faced, 16 dismissals, strike rate 104.03, batting average 8.06."
career_batting,RD Gaikwad,all,"IPL career batting stats for RD Gaikwad: 2839 runs, 2093 balls faced, 74 dismissals, strike rate 135.64, batting average 38.36."
career_batting,RD Rickelton,all,"IPL career batting stats for RD Rickelton: 836 runs, 497 balls faced, 24 dismissals, strike rate 168.21, batting average 34.83."
career_batting,RE Levi,all,"IPL career batting stats for RE Levi: 83 runs, 73 balls faced, 6 dismissals, strike rate 113.70, batting average 13.83."
career_batting,RE van der Merwe,all,"IPL career batting stats for RE van der Merwe: 159 runs, 141 balls faced, 11 dismissals, strike rate 112.77, batting average 14.45."
career_batting,RG More,all,"IPL career batting stats for RG More: 2 runs, 2 balls faced, 0 dismissals, strike rate 100.00, batting average not available."
career_batting,RG Sharma,all,"IPL career batting stats for RG Sharma: 7329 runs, 5514 balls faced, 246 dismissals, strike rate 132.92, batting average 29.79."
career_batting,RJ Gleeson,all,"IPL career batting stats for RJ Gleeson: 2 runs, 2 balls faced, 0 dismissals, strike rate 100.00, batting average not available."
career_batting,RJ Harris,all,"IPL career batting stats for RJ Harris: 117 runs, 112 balls faced, 12 dismissals, strike rate 104.46, batting average 9.75."
career_batting,RJ Peterson,all,"IPL career batting stats for RJ Peterson: 32 runs, 30 balls faced, 3 dismissals, strike rate 106.67, batting average 10.67."
career_batting,RJ Quiney,all,"IPL career batting stats for RJ Quiney: 103 runs, 102 balls faced, 7 dismissals, strike rate 100.98, batting average 14.71."
career_batting,RJW Topley,all,"IPL career batting stats for RJW Topley: 3 runs, 6 balls faced, 0 dismissals, strike rate 50.00, batting average not available."
career_batting,RK Bhui,all,"IPL career batting stats for RK Bhui: 10 runs, 26 balls faced, 4 dismissals, strike rate 38.46, batting average 2.50."
career_batting,RK Singh,all,"IPL career batting stats for RK Singh: 1394 runs, 955 balls faced, 41 dismissals, strike rate 145.97, batting average 34.00."
career_batting,RM Patidar,all,"IPL career batting stats for RM Patidar: 1612 runs, 980 balls faced, 48 dismissals, strike rate 164.49, batting average 33.58."
career_batting,RN ten Doeschate,all,"IPL career batting stats for RN ten Doeschate: 326 runs, 235 balls faced, 14 dismissals, strike rate 138.72, batting average 23.29."
career_batting,RP Meredith,all,"IPL career batting stats for RP Meredith: 0 runs, 3 balls faced, 0 dismissals, strike rate 0.00, batting average not available."
career_batting,RP Singh,all,"IPL career batting stats for RP Singh: 52 runs, 76 balls faced, 15 dismissals, strike rate 68.42, batting average 3.47."
career_batting,RR Bhatkal,all,"IPL career batting stats for RR Bhatkal: 0 runs, 2 balls faced, 1 dismissals, strike rate 0.00, batting average 0.00."
career_batting,RR Pant,all,"IPL career batting stats for RR Pant: 3865 runs, 2633 balls faced, 115 dismissals, strike rate 146.79, batting average 33.61."
career_batting,RR Powar,all,"IPL career batting stats for RR Powar: 67 runs, 64 balls faced, 3 dismissals, strike rate 104.69, batting average 22.33."
career_batting,RR Raje,all,"IPL career batting stats for RR Raje: 20 runs, 18 balls faced, 1 dismissals, strike rate 111.11, batting average 20.00."
career_batting,RR Rossouw,all,"IPL career batting stats for RR Rossouw: 473 runs, 308 balls faced, 20 dismissals, strike rate 153.57, batting average 23.65."
career_batting,RR Sarwan,all,"IPL career batting stats for RR Sarwan: 73 runs, 75 balls faced, 4 dismissals, strike rate 97.33, batting average 18.25."
career_batting,RS Bopara,all,"IPL career batting stats for RS Bopara: 531 runs, 453 balls faced, 18 dismissals, strike rate 117.22, batting average 29.50."
career_batting,RS Gavaskar,all,"IPL career batting stats for RS Gavaskar: 2 runs, 8 balls faced, 1 dismissals, strike rate 25.00, batting average 2.00."
career_batting,RS Sodhi,all,"IPL career batting stats for RS Sodhi: 4 runs, 2 balls faced, 0 dismissals, strike rate 200.00, batting average not available."
career_batting,RT Ponting,all,"IPL career batting stats for RT Ponting: 91 runs, 128 balls faced, 9 dismissals, strike rate 71.09, batting average 10.11."
career_batting,RV Gomez,all,"IPL career batting stats for RV Gomez: 50 runs, 51 balls faced, 5 dismissals, strike rate 98.04, batting average 10.00."
career_batting,RV Patel,all,"IPL career batting stats for RV Patel: 80 runs, 73 balls faced, 5 dismissals, strike rate 109.59, batting average 16.00."
career_batting,RV Uthappa,all,"IPL career batting stats for RV Uthappa: 4952 runs, 3799 balls faced, 180 dismissals, strike rate 130.35, batting average 27.51."
career_batting,Rahmanullah Gurbaz,all,"IPL career batting stats for Rahmanullah Gurbaz: 363 runs, 269 balls faced, 17 dismissals, strike rate 134.94, batting average 21.35."
career_batting,Ramandeep Singh,all,"IPL career batting stats for Ramandeep Singh: 299 runs, 205 balls faced, 16 dismissals, strike rate 145.85, batting average 18.69."
career_batting,Rashid Khan,all,"IPL career batting stats for Rashid Khan: 635 runs, 406 balls faced, 46 dismissals, strike rate 156.40, batting average 13.80."
career_batting,Rasikh Salam,all,"IPL career batting stats for Rasikh Salam: 43 runs, 42 balls faced, 5 dismissals, strike rate 102.38, batting average 8.60."
career_batting,Ravi Bishnoi,all,"IPL career batting stats for Ravi Bishnoi: 45 runs, 69 balls faced, 12 dismissals, strike rate 65.22, batting average 3.75."
career_batting,Ravi Singh,all,"IPL career batting stats for Ravi Singh: 4 runs, 2 balls faced, 1 dismissals, strike rate 200.00, batting average 4.00."
career_batting,S Anirudha,all,"IPL career batting stats for S Anirudha: 136 runs, 113 balls faced, 8 dismissals, strike rate 120.35, batting average 17.00."
career_batting,S Aravind,all,"IPL career batting stats for S Aravind: 59 runs, 57 balls faced, 4 dismissals, strike rate 103.51, batting average 14.75."
career_batting,S Arora,all,"IPL career batting stats for S Arora: 121 runs, 77 balls faced, 6 dismissals, strike rate 157.14, batting average 20.17."
career_batting,S Badree,all,"IPL career batting stats for S Badree: 13 runs, 23 balls faced, 5 dismissals, strike rate 56.52, batting average 2.60."
career_batting,S Badrinath,all,"IPL career batting stats for S Badrinath: 1441 runs, 1212 balls faced, 47 dismissals, strike rate 118.89, batting average 30.66."
career_batting,S Chanderpaul,all,"IPL career batting stats for S Chanderpaul: 25 runs, 31 balls faced, 3 dismissals, strike rate 80.65, batting average 8.33."
career_batting,S Dhawan,all,"IPL career batting stats for S Dhawan: 6769 runs, 5324 balls faced, 193 dismissals, strike rate 127.14, batting average 35.07."
career_batting,S Dube,all,"IPL career batting stats for S Dube: 2129 runs, 1464 balls faced, 68 dismissals, strike rate 145.42, batting average 31.31."
career_batting,S Gopal,all,"IPL career batting stats for S Gopal: 180 runs, 169 balls faced, 14 dismissals, strike rate 106.51, batting average 12.86."
career_batting,S Kaul,all,"IPL career batting stats for S Kaul: 20 runs, 36 balls faced, 4 dismissals, strike rate 55.56, batting average 5.00."
career_batting,S Kaushik,all,"IPL career batting stats for S Kaushik: 0 runs, 1 balls faced, 1 dismissals, strike rate 0.00, batting average 0.00."
career_batting,S Ladda,all,"IPL career batting stats for S Ladda: 0 runs, 9 balls faced, 1 dismissals, strike rate 0.00, batting average 0.00."
career_batting,S Lamichhane,all,"IPL career batting stats for S Lamichhane: 0 runs, 1 balls faced, 1 dismissals, strike rate 0.00, batting average 0.00."
career_batting,S Nadeem,all,"IPL career batting stats for S Nadeem: 39 runs, 87 balls faced, 14 dismissals, strike rate 44.83, batting average 2.79."
career_batting,S Narwal,all,"IPL career batting stats for S Narwal: 37 runs, 27 balls faced, 3 dismissals, strike rate 137.04, batting average 12.33."
career_batting,S Rana,all,"IPL career batting stats for S Rana: 91 runs, 81 balls faced, 4 dismissals, strike rate 112.35, batting average 22.75."
career_batting,S Randiv,all,"IPL career batting stats for S Randiv: 2 runs, 4 balls faced, 1 dismissals, strike rate 50.00, batting average 2.00."
career_batting,S Sohal,all,"IPL career batting stats for S Sohal: 368 runs, 292 balls faced, 20 dismissals, strike rate 126.03, batting average 18.40."
career_batting,S Sreesanth,all,"IPL career batting stats for S Sreesanth: 34 runs, 55 balls faced, 4 dismissals, strike rate 61.82, batting average 8.50."
career_batting,S Sriram,all,"IPL career batting stats for S Sriram: 31 runs, 36 balls faced, 2 dismissals, strike rate 86.11, batting average 15.50."
career_batting,S Tyagi,all,"IPL career batting stats for S Tyagi: 3 runs, 4 balls faced, 1 dismissals, strike rate 75.00, batting average 3.00."
career_batting,S Vidyut,all,"IPL career batting stats for S Vidyut: 145 runs, 109 balls faced, 8 dismissals, strike rate 133.03, batting average 18.12."
career_batting,SA Abbott,all,"IPL career batting stats for SA Abbott: 22 runs, 18 balls faced, 3 dismissals, strike rate 122.22, batting average 7.33."
